"OBJIDsic","name","LON","LAT","island","area","dem.sd","temp.mean","aridity.mean","pop.dens.2010.mean","gdp.pc.2011.mean","crop.area.prop","time.emp.GB","time.emp.ESP","time.emp.PRT","time.emp.NL"
588,"North Kennedy",146.06749431,-19.60585197,0,85381.2,224.82,22.7,0.44,3.19,39446.46,0.01,79,0,0,0
589,"Port Curtis",150.56562268,-23.55159708,0,36706.3,140.08,21.7,0.45,5.18,39446.46,0.02,81,0,0,0
590,"South Kennedy",147.04951451,-21.97099309,0,81287.4,117.54,22.6,0.3,1.45,39446.46,0.03,79,0,0,0
591,"Warrego",145.15395855,-27.07381826,0,146837.23,131.96,21.2,0.16,0.05,39453.46,0.01,79,0,0,0
592,"Wide Bay",152.45412657,-25.61909378,0,22070.35,128.53,20.5,0.61,13.36,39446.46,0.02,57,0,0,0
593,"Rat Island",113.78462546,-28.7142881,1,0.7,0.49,21.1,0.19,0,57558.77,0,74,0,0,0
594,"Eastern",140.08572929,-31.67000332,0,56966.97,121.49,18.8,0.08,0.01,37279.04,0,68,0,0,0
595,"Eyre Peninsula",135.44859271,-32.79388224,0,85466.16,80.07,17.3,0.15,0.79,37242.58,0.19,65,0,0,0
596,"Flinders Ranges",138.59937998,-31.44229868,0,37957.08,189.62,17.9,0.11,0.19,37242.58,0.05,59,0,0,0
597,"Gairdner-Torrens",135.62698046,-31.01187677,0,95411.88,41.82,19.3,0.08,0.06,37242.58,0,68,0,0,0
598,"Kangaroo Island",137.24028317,-35.82799778,1,4427.07,74.61,15.2,0.41,1.18,37242.58,0,68,0,0,0
599,"Lake Eyre",137.4540528,-28.04895882,0,319099.65,80.19,21.9,0.05,0.01,37292.23,0,68,0,0,0
600,"Murray",140.0360294,-34.27894447,0,47599.36,81.96,16.8,0.15,1.53,37258.65,0.21,64,0,0,0
601,"Northern Lofty",138.56739567,-33.75193907,0,14874.99,185.07,15.8,0.23,3.37,37242.58,0.6,68,0,0,0
602,"Nullarbor",130.90465334,-30.81439489,0,63345.77,42.64,18.3,0.08,0.01,37337.36,0,0,0,0,0
603,"North-Western",131.46008853,-28.03057119,0,216659.52,157.61,20.4,0.08,0.01,37379,0,68,0,0,0
604,"South-Eastern",140.33445148,-36.5922966,0,29004.96,35.23,14.9,0.36,2.39,37251.54,0.13,44,0,0,0
605,"Southern Lofty",138.72186704,-35.07609925,0,7425.38,155.98,15.3,0.37,180.91,37242.58,0.2,68,0,0,0
606,"Yorke Peninsula",137.65224584,-34.41230513,0,8402.65,46.01,16.8,0.21,4.76,37242.57,0.62,64,0,0,0
607,"Serventy Island",113.8334225,-28.68270903,1,0.17,0,21.1,0.19,0,57558.77,0,74,0,0,0
608,"Seagull Island",113.71633609,-28.45912714,1,0.19,0,20.8,0.17,0,57558.77,0,74,0,0,0
609,"Suomi Island",113.8386655,-28.7134551,1,0.35,0,21.1,0.17,0,57558.77,0,74,0,0,0
610,"Tasmania",146.59146788,-42.02118872,1,64409.11,294.57,10.3,1.29,8.19,33199.98,0.02,101,0,0,0
611,"Macquarie Island",158.86393549,-54.62840444,1,134.01,86.77,4,2.55,0,0,0,91,0,0,0
612,"Uncle Margie Island",113.97669844,-28.86467827,1,0.13,1.5,20.9,0.16,0,57558.77,0,74,0,0,0
613,"Avon Wheatbelt",117.38399347,-31.23579524,0,95467.8,53.05,18.1,0.16,0.57,57558.77,0.44,74,0,0,0
614,"Carnarvon",114.57035368,-24.33303708,0,84143.7,79.31,24.3,0.08,0.12,57558.78,0,21,0,0,0
615,"Central Kimberley",126.67724163,-17.22622628,0,77182.36,129.95,26.8,0.26,0.03,57558.77,0,25,0,0,0
616,"Coolgardie",121.43561297,-31.37993619,0,129520.93,96.96,17.7,0.13,0.31,57558.77,0.05,12,0,0,0
617,"Central Ranges",127.96020709,-25.26777043,0,47178.75,65.52,22.7,0.1,0.03,57479.93,0,74,0,0,0
618,"Dampierland",123.40351617,-18.14797961,0,84165.82,57.93,27.6,0.23,0.25,57558.77,0,25,0,0,0
619,"Esperance Plains",120.53597142,-33.89490083,0,29142.17,90.82,16.1,0.28,0.63,57558.78,0.09,74,0,0,0
620,"Gascoyne",118.7322424,-24.71753282,0,181544.64,123.11,23.7,0.08,0.01,57558.77,0,74,0,0,0
621,"Gibson Desert",125.95745171,-24.35597388,0,156985.47,43.98,24.2,0.08,0,57558.77,0,0,0,0,0
622,"Great Sandy Desert",124.86636774,-21.03185002,0,296415.01,91.34,26.8,0.11,0.01,57548.61,0,74,0,0,0
623,"Geraldton Sandplains",114.91195285,-28.49714463,0,39101.81,85.6,20.1,0.17,1.42,57558.78,0.37,74,0,0,0
624,"Great Victoria Desert",125.56258851,-28.04735772,0,218761.41,72.03,20.5,0.08,0,57508.64,0,74,0,0,0
625,"Hampton",127.50369752,-31.95607997,0,10460.46,39.84,17.6,0.12,0,57508.24,0.01,28,0,0,0
626,"Jarrah Forest",116.5565873,-33.42762597,0,45199.23,79.46,15.8,0.41,4.48,57558.77,0.14,78,0,0,0
627,"Little Sandy Desert",122.30505952,-23.96394168,0,111404.5,79.28,23.9,0.08,0.01,57558.78,0,0,0,0,0
628,"Mallee",120.60368692,-33.03471907,0,74152.06,79.56,16.3,0.18,0.09,57558.77,0.16,55,0,0,0
629,"Murchison",119.55533475,-27.80739207,0,282276.28,77.36,21.1,0.09,0.02,57558.77,0,40,0,0,0
630,"Northern Kimberley",126.12861784,-15.4042208,0,84374.67,156.85,26.6,0.43,0.01,57558.77,0,40,0,0,0
631,"Nullarbor",126.52642073,-30.66267367,0,137804.68,36.37,19,0.08,0,57497.55,0,0,0,0,0
632,"Ord Victoria Plain",127.44321385,-18.32783134,0,55276.1,103.86,27.4,0.18,0.02,57500.59,0,74,0,0,0
633,"Pilbara",118.54331856,-21.91006558,0,179400.02,213.55,25.9,0.11,0.33,57558.77,0,41,0,0,0
634,"Swan Coastal Plain",115.69620882,-31.61971319,0,15170.22,83.41,18.4,0.33,119.96,57558.77,0.2,75,0,0,0
635,"Tanami",128.27706366,-19.81655551,0,30020.85,48.87,26.3,0.13,0.03,57493.2,0,74,0,0,0
636,"Victoria Bonaparte",128.46763402,-15.74526652,0,18831.82,119.65,27.9,0.3,0.39,57477.48,0,18,0,0,0
637,"Warren",116.22284366,-34.57926358,0,8461.8,75.5,15.6,0.71,2.97,57558.77,0.02,77,0,0,0
638,"Yalgoo",116.59955161,-28.49078253,0,42699.22,69.39,20.6,0.11,0.02,57558.77,0,12,0,0,0
639,"White Island",113.87735171,-28.67093672,1,0.1,0,21.1,0.19,0,57558.77,0,74,0,0,0
640,"Wooded Island",113.80609428,-28.75076764,1,0.16,0,21.1,0.18,0,57558.77,0,74,0,0,0
641,"West Wallabi Island",113.69469028,-28.46504032,1,6.45,1.57,20.9,0.17,0,57558.77,0,74,0,0,0
643,"Burundi",29.90175456,-3.34033793,0,27161.41,357.15,19.6,0.81,358.77,747.65,0.24,0,0,0,0
645,"Benin",2.33832055,9.63219496,0,118767.98,111.31,27.2,0.54,90.47,1790.69,0.23,0,0,468,0
647,"Sint Eustatius",-62.97628293,17.49084234,1,23.57,70.09,26.3,0.57,152.48,20571.97,0,20,0,0,357
648,"Saba",-63.23752758,17.63146926,1,14.43,130.68,25,0.6,123.76,15456.13,0,15,0,0,347
649,"Burkina Faso",-1.7478247,12.26478642,0,274676.18,48.84,28,0.31,57.57,1485.67,0.16,0,0,0,0
650,"Bulgaria",25.21751263,42.76852258,0,112820.35,431.12,10.5,0.52,66.94,11646.03,0.34,0,0,0,0
651,"Bahamas",-76.64410793,24.25978589,1,13437.51,3.24,25.2,0.58,28.04,22665.17,0,235,0,0,0
652,"Saint Barthelemy",-62.82969817,17.90197765,1,22.02,27.01,26.5,0.48,375.44,15456.13,0,0,0,0,0
653,"Belarus",28.04025006,53.53174564,0,206432.25,29.2,6,0.8,45.72,16505.68,0.3,0,0,0,0
661,"Bermuda",-64.73960711,32.31608779,1,21.52,11.12,22.2,0.89,986.52,54984.51,0,334,0,0,0
663,"Acre",-70.48289508,-9.30119224,0,153023.36,46.91,24.9,1.56,4.69,9735.52,0.01,0,282,0,0
664,"Alagoas",-36.62553435,-9.51302298,0,28243.86,138.35,24.2,0.69,123.59,6763.04,0.34,0,0,234,24
666,"Amapá",-51.96110668,1.44849301,0,140380.58,104.5,26,1.59,4.76,8808.14,0,0,0,185,0
667,"Bahia",-41.7044701,-12.47500571,0,563287.67,251.95,23.4,0.54,26.61,1059.8,0.08,0,0,273,0
669,"Distrito Federal",-47.7897522,-15.77123689,0,5881.18,112.87,21,0.97,465.09,21156.16,0.12,0,0,140,0
670,"Espírito Santo",-40.66762362,-19.57302803,0,46013.46,321.1,22.3,0.91,75.98,19583.7,0.19,0,0,287,0
671,"Trindade and Martin Vaz",-29.30326736,-20.50820904,1,11.86,99.18,24,0.53,2.69814502529511,40423.15,0,6,0,323,0
672,"Goiás",-49.59212615,-16.00588136,0,344754.59,219.78,23.4,0.97,18.15,21034.62,0.07,0,0,140,0
673,"Maranhão",-45.2900703,-5.08983325,0,328147.01,144.55,26,0.98,21.54,5874.31,0.06,0,0,26,13
674,"Minas Gerais",-44.67341089,-18.45179271,0,589802.48,236.15,21.4,0.89,34.76,15174.64,0.09,0,0,132,0
675,"Mato Grosso do Sul",-54.83666622,-20.33584869,0,357614.97,166.78,23.7,0.83,7.12,10762.5,0.04,0,0,289,0
676,"Mato Grosso",-55.92263929,-12.96428186,0,909084.6,140.71,24.8,1.23,3.49,10750.79,0.04,0,0,289,0
677,"Pará",-53.12594489,-4.03779959,0,1242536.04,127.63,25.8,1.48,6.51,8841.19,0.01,0,0,206,0
678,"Paraíba",-36.8232829,-7.11898127,0,56945.6,190.66,24.2,0.46,69.32,7245.26,0.16,0,0,287,24
679,"Pernambuco",-37.99289604,-8.32952118,0,98194.36,183.57,23.4,0.45,98.22,8966.59,0.15,0,0,306,24
681,"Paraná",-51.62956658,-24.63268328,0,199570.48,257.16,18.9,1.15,54.75,2069.22,0.28,0,0,289,0
682,"Rio de Janeiro",-42.66563648,-22.1899567,0,44130.96,360.83,21.4,1,377.06,21467.91,0.09,0,0,0,0
683,"Rio Grande do Norte",-36.68163583,-5.8421635,0,53148.96,142.23,26,0.42,65.49,8585.29,0.15,0,0,287,24
684,"Rondônia",-62.84406911,-10.92034668,0,239925.01,97.21,25.2,1.41,6.9,10700.16,0.02,0,0,289,0
685,"Roraima",-61.40111193,2.06906082,0,226410.62,251.68,26.3,1.4,2.11,10835.28,0.01,0,4,0,0
686,"Rio Grande do Sul",-53.31993393,-29.73569523,0,273215.9,251.94,18.7,1.13,41.25,19880.82,0.23,0,121,0,0
687,"Santa Catarina",-50.4861165,-27.24821612,0,95469.4,358.95,17.1,1.38,69.19,20403.13,0.18,0,133,0,0
688,"Sergipe",-37.44712805,-10.57916225,0,21530.68,97.74,24.4,0.64,89.03,9477.51,0.14,0,0,50,4
689,"São Paulo",-48.72229591,-22.25956141,0,248823.48,217.14,20.9,0.96,174.13,25275.29,0.23,0,0,290,0
690,"Tocantins",-48.32347848,-10.1183256,0,278205.18,133.13,25.3,1.02,5.56,20924.97,0.02,0,0,92,0
691,"Barbados",-59.55638956,13.17226216,1,437.26,75.55,26.5,0.81,639.61,15401.55,0,339,0,89,0
692,"Botswana",23.80660437,-22.18123831,0,581336.15,102.02,22.1,0.15,3.41,13574.99,0.01,79,0,0,0
693,"Central African Republic",20.49211972,6.57166285,0,621335.69,141.79,24.8,0.75,7.07,919.04,0.03,0,0,0,0
694,"Alberta",-114.47017279,55.2010175,0,653515.75,387.4,1.1,0.52,5.82,56012.5,0.17,207,0,0,0
695,"British Columbia",-124.46358375,55.02814828,0,767678.13,468.33,1.5,1.11,4.12,39871.85,0.01,86,0,0,0
696,"Labrador",-61.96251218,54.28410359,0,286373.49,174.32,-3.1,1.63,0.11,38178.05,0,114,0,0,0
697,"Manitoba",-97.43011394,54.92638414,0,649025.92,110.68,-2.2,0.71,1.98,38049.96,0.08,187,0,0,0
698,"New Brunswick",-66.37178692,46.62889117,0,72758.12,135.57,4.1,1.41,11.28,33337.27,0.02,114,0,0,0
700,"Nova Scotia",-63.30329345,45.15119008,0,55174.89,90.25,5.9,1.74,18.19,33415.92,0.02,167,0,84,0
701,"Northwest Territories",-118.99557712,66.35829408,0,1347893.5,348.3,-7.9,0.51,0.05,62766.75,0,0,0,0,0
702,"Nunavut",-92.47285395,68.78152677,0,1731040.18,158.76,-12.9,0.72,0.02,62777.12,0,0,0,0,0
703,"Ontario",-85.82891809,50.06707859,0,1076361.91,124.9,0.9,1.01,14.08,43196.6,0.04,114,0,0,0
704,"Prince Edward Island",-63.24460404,46.39622669,1,5972.67,21.07,5.4,1.45,24.1,31335.57,0,122,0,0,0
705,"Québec",-71.75618835,53.38104492,0,1510259.47,172.16,-2.3,1.33,6.06,36403.5,0.01,114,0,0,0
706,"Sable Island",-59.90682266,43.94537844,1,31.8,1.58,7.7,2.01,0.16,33416.46,0,0,0,0,0
707,"Saskatchewan",-105.89005629,54.41901963,0,650541.56,147.31,0.2,0.54,1.69,43469.33,0.29,0,0,0,0
708,"Yukon",-135.35680717,63.74589249,0,462739.99,394.42,-5.2,0.57,0.09,62698.86,0,32,0,0,0
709,"Cocos (Keeling) North Keeling Island",96.82412226,-11.83257562,1,3.38,1.14,27.4,1.12,0,0,0,192,0,0,73
710,"Switzerland",8.2153537,46.79895688,0,41418.62,790.09,5.3,1.48,206.77,47813.02,0.11,0,0,0,0
711,"Antsiferova, Kuril Islands",154.98281401,50.19900373,1,8.89,146.83,0.6,2.7,0,0,0,0,0,0,0
712,"Aisén",-73.68738976,-45.43504018,0,35658.67,348.8,7.2,3.42,0.8,15261.42,0,0,276,0,0
714,"Arica",-69.90153223,-18.75242362,0,7952.86,1056.81,14.5,0.02,19.55,27917.12,0,0,276,0,0
715,"Alejandro Selkirk Island, Juan Fernadez Islands",-80.79197024,-33.76748392,1,56.87,345.43,12.5,1.03,7.35,20266.04,0,0,0,0,0
716,"Arauco",-73.3258262,-37.68572649,0,5661.92,282.05,11.4,1.35,34.72,13371.03,0.03,0,265,0,0
717,"Biobío",-71.96176526,-37.51246744,0,14374.63,615.71,10.5,1.19,26.98,13702.48,0.09,0,265,0,0
718,"Cachapoal",-70.69209755,-34.29257883,0,7112.08,1143.24,11.2,0.41,83.19,18301.44,0.14,0,276,0,0
719,"Chad",18.66713613,15.3421246,0,1274749.44,298.08,27,0.12,9.38,1867.24,0.03,0,0,0,0
720,"Cardenal Caro",-71.78027604,-34.32604684,0,3309.56,104.14,15.2,0.44,15.12,17994.39,0.18,0,273,0,0
721,"Cordillera",-70.15018132,-33.67880112,0,6004.46,1009.04,2.8,0.38,148.11,24023.66,0.03,0,276,0,0
722,"Chiloé",-73.8917319,-42.62516473,0,8469.03,148.98,9.4,3.43,19.1,10522.51,0.01,0,250,0,0
723,"Choapa",-71.0177271,-31.700028,0,10271,1101.29,10.2,0.15,8.19,15400.23,0.04,0,276,0,0
724,"Coihaique",-71.84033599,-45.09610731,0,9891.58,324.02,6,1.01,4.3,17061.02,0,0,276,0,0
725,"Colchagua",-71.06758449,-34.70866851,0,5474.43,1068.08,11.2,0.53,38.96,17636.69,0.19,0,276,0,0
726,"Concepción",-72.88701008,-36.89234555,0,3379.24,115.21,12.3,1.04,281.8,13603.8,0.04,0,266,0,0
727,"Copiapó",-69.91534071,-27.52940299,0,31357.03,1590.54,9.4,0.03,5.68,30228.42,0,0,276,0,0
728,"Capitán Prat",-73.76562838,-47.94290704,0,23016.64,431.48,6.2,3.13,0.13,16157.17,0,0,276,0,0
729,"Cauquenes",-72.36965328,-35.94096978,0,2839.6,138.84,13.2,0.67,20.12,12002.7,0.13,0,276,0,0
730,"Cautín",-72.43826531,-38.91831182,0,18751.52,431.01,10.5,1.55,41.53,8378.83,0.15,0,265,0,0
731,"Curicó",-71.14532397,-35.09051607,0,7334.59,919.22,10.8,0.59,36.33,12409.02,0.13,0,276,0,0
732,"El Loa",-68.22266004,-22.7605713,0,42300.07,874.2,8.1,0.02,3.64,67157.68,0,0,276,0,0
733,"Elqui",-70.74379073,-29.83847613,0,16949.02,1382.77,9,0.06,26.47,15900.77,0.04,0,273,0,0
734,"General Carrera",-72.32660844,-46.57114631,0,7162.45,519.92,5.4,0.84,0.96,16380.58,0,0,276,0,0
735,"Huasco",-70.55046608,-28.79649484,0,18241.21,1401.1,9.1,0.04,3.37,29826.28,0.01,0,276,0,0
737,"Los Andes",-70.35227333,-32.79828459,0,3236.55,1045.12,4.4,0.28,39.35,16729.98,0.04,0,276,0,0
738,"Llanquihue",-72.81743925,-41.36748026,0,14408.14,472,9.3,2.16,28.41,10769.45,0.04,0,276,0,0
739,"Limarí",-70.97112978,-30.78838966,0,12469.08,1150.97,10.4,0.1,13.89,15426.72,0.08,0,276,0,0
740,"Linares",-71.46937197,-36.02911193,0,9359.62,797.78,10.9,0.75,26.85,12433,0.15,0,276,0,0
741,"Melipilla",-71.1758508,-33.75390048,0,5161.3,364.87,15.4,0.3,175.16,23828.56,0.18,0,276,0,0
742,"Magallanes",-71.63459022,-53.05729282,0,34007.71,174.52,5.3,1.92,3.43,20250.18,0,0,233,0,0
743,"Maipo",-70.7003437,-33.78800276,0,872.84,349.76,15.6,0.32,1082.96,23579.57,0.18,0,276,0,0
744,"Malleco",-71.9912865,-38.22224327,0,13961.4,595.2,9.2,1.27,13.63,8821.05,0.09,0,264,0,0
745,"Ñuble",-71.97004172,-36.64188433,0,12616.56,617.44,11.4,0.93,35.44,13810.82,0.2,0,237,0,0
746,"Osorno",-73.04705554,-40.69747637,0,9495.82,337.46,10,1.93,25.94,10607.19,0.12,0,259,0,0
